category,foodCode,foodName,englishName,edible,water,energyKCal,energyKJ,protein,fat,CHO,dietaryFiber,cholesterol,ash,vitaminA,carotene,retinol,thiamin,riboflavin,niacin,vitaminC,vitaminETotal,vitaminE1,vitaminE2,vitaminE3,Ca,P,K,Na,Mg,Fe,Zn,Se,Cu,Mn,remark
禽肉类及其制品-鸭,092210,鸭胰,Duck，pancreas,97,72.6,117,493,21.7,2.9,1.0,0.0,230,1.8,6,0,6,0.02,0.78,3.20,9.0,—,—,—,—,20,554,84,55.7,41,1.9,4.16,26.20,0.08,0.05,北京
禽肉类及其制品-鸭,092211,鸭肫,Duck，gizzard,93,77.8,92,388,17.9,1.3,2.1,0.0,153,0.9,6,0,6,0.04,0.15,4.40,—,0.21,0.11,Tr,0.10,12,134,284,69.2,18,4.3,2.77,15.95,0.18,0.08,
禽肉类及其制品-鸭,092212,鸭肫（公麻鸭）,Duck，gizzard，drake,100,72.6,112,473,19.8,1.2,5.4,0.0,295,1.0,48,0,48,0.05,0.08,—,—,0.12,0.08,Tr,0.04,2,116,351,70.1,19,3.9,3.73,—,0.14,0.12,合肥
禽肉类及其制品-鸭,092213,鸭肫（母麻鸭）,Duck，gizzard，hen,100,72.9,126,529,20.4,4.2,1.6,0.0,291,0.9,102,0,102,0.04,0.09,—,—,0.12,Tr,Tr,0.12,1,144,349,69.0,1,4.0,4.03,—,0.14,0.19,合肥
禽肉类及其制品-鸭,092214,鸭豉片,,100,11.3,603,2491,18.3,56.1,6.1,0.0,—,8.2,Tr,0,Tr,0.26,0.11,3.27,—,Tr,Tr,Tr,Tr,—,—,—,—,—,0.1,0.38,15.41,0.01,0.01,广东
禽肉类及其制品-鸭,092301,北京烤鸭,Beijing white duck，roasted，whole,80,38.2,436,1805,16.6,38.4,6.0,0.0,—,0.8,36,—,36,0.04,0.32,4.50,—,0.97,0.09,0.82,0.06,35,175,247,83.0,13,2.4,1.25,10.32,0.12,Tr,
禽肉类及其制品-鸭,092302,北京填鸭,Beijing white duck，fatty，force-fed，whole,75,45.0,425,1753,9.3,41.3,3.9,0.0,96,0.5,30,—,30,Tr,—,4.20,—,0.53,0.26,0.27,Tr,15,149,139,45.5,6,1.6,1.31,5.80,Tr,Tr,北京
禽肉类及其制品-鸭,092303,红烧鸭（罐头）,Duck，stewed in soy sauce，canned,100,51.4,338,1399,15.3,30.5,0.6,0.0,—,2.2,26,—,26,0.13,0.18,3.80,—,0.10,Tr,0.10,Tr,29,467,115,628.3,17,2.5,1.55,11.50,0.12,Tr,北京
禽肉类及其制品-鸭,092304,酱鸭,Duck，cooked with soy sauce and spices，whole,80,53.6,266,1109,18.9,18.4,6.3,0.0,107,2.8,11,—,11,0.06,0.22,3.70,—,—,—,—,—,14,140,236,981.3,13,4.1,2.69,15.74,0.26,0.02,上海
禽肉类及其制品-鸭,092305,酱鸭（加梅菜，罐头）,Duck，braised，with fermented cabbage，canned,93,61.9,253,1046,11.8,21.7,2.5,0.0,35,2.1,26,—,26,0.11,0.13,6.10,—,0.10,Tr,0.10,Tr,29,208,130,474.5,24,2.8,3.03,10.40,0.14,0.14,
禽肉类及其制品-鸭,092306,盐水鸭（熟）,Duck，boiled in salted water，whole,81,51.7,313,1296,16.6,26.1,2.8,0.0,81,2.8,35,—,35,0.07,0.21,2.50,—,0.42,0.22,0.14,0.06,10,112,218,1557.5,14,0.7,2.04,15.37,0.32,0.05,上海
禽肉类及其制品-鸭,092307,烤鸭（老唐牌）,,60,57.0,309,1281,20.3,25.3,0.0,0.0,78,2.4,170,—,170,0.06,0.19,3.00,—,1.06,0.55,0.51,Tr,7,102,187,776.4,6,1.3,2.76,16.30,0.20,0.10,北京
禽肉类及其制品-鸭,092308,烤鸭（全聚德牌）,,65,33.4,530,2187,18.1,50.8,0.0,0.0,—,0.7,107,—,107,0.13,0.25,2.70,—,—,—,—,—,11,147,103,29.9,8,1.6,1.69,24.83,—,—,北京
禽肉类及其制品-鹅,093101,鹅,"Goose, whole",63,61.4,251,1041,17.9,19.9,0.0,0.0,74,0.8,42,0,42,0.07,0.23,4.90,Tr,0.22,0.22,Tr,Tr,4,144,232,58.8,18,3.8,1.36,17.68,0.43,0.04,
禽肉类及其制品-鹅,093201,鹅肝,"Goose, liver",100,70.7,129,542,15.2,3.4,9.3,0.0,285,1.4,6100,0,6100,0.27,0.25,—,—,0.29,0.20,0.06,0.03,2,216,336,70.2,11,7.8,3.56,—,7.78,0.32,合肥
禽肉类及其制品-鹅,093202,鹅肫,"Goose, gizzard",100,76.3,100,422,19.6,1.9,1.1,0.0,153,1.1,51,0,51,0.05,0.06,—,—,—,—,—,—,2,112,410,58.2,9,4.7,4.04,—,0.14,0.05,合肥
禽肉类及其制品-鹅,093203,鹅血,,100,81.8,74,316,18.6,0.0,0.0,0.0,141,1.0,2,0,2,—,—,—,—,0.13,0.11,0.02,0.00,4,89,163,80.5,6,37.7,0.47,—,Tr,Tr,江苏
禽肉类及其制品-鹅,093301,烧鹅,"Goose, stewed in soy sauce, whole",73,52.8,289,1202,19.7,21.5,4.2,0.0,116,1.8,9,0,9,0.09,0.11,3.60,—,0.07,—,—,—,91,202,22,240.0,7,3.8,2.00,7.68,0.26,0.06,广东
禽肉类及其制品-鹅,093302,腊鹅,,54,15.8,410,1717,24.6,21.5,29.6,0.0,—,8.5,Tr,0,Tr,0.13,0.54,5.63,Tr,Tr,Tr,Tr,Tr,36,317,388,2880.0,27,7.8,3.25,14.32,1.02,0.16,江西
菌藻类-菌类,051001,草菇［大黑头细花草，稻菇］,Straw mushroom,100,92.3,27,112,2.7,0.2,4.3,1.6,0,0.5,—,—,0,0.08,0.34,8.00,—,0.40,0.40,Tr,Tr,17,33,179,73.0,21,1.3,0.60,0.02,0.40,0.09,广东
菌藻类-菌类,051002,大红菇（干）［草质红菇］,Red mushroom，large，dried,100,15.5,263,1099,24.4,2.8,50.9,31.6,0,6.4,7,80,0,0.26,6.90,19.50,2.0,—,—,—,—,1,523,228,1.7,30,7.5,3.50,10.64,2.30,0.91,福建
菌藻类-菌类,051003,地衣（水浸）,Lichens，soaked in water,100,96.4,10,40,1.5,Tr,1.8,1.8,0,1.0,18,220,0,0.02,0.28,0.50,Tr,2.24,—,—,—,14,53,102,10.7,275,21.1,5.00,9.54,1.13,7.74,甘肃
菌藻类-菌类,051004,冬菇（干）［毛柄金线菌］,Winter mushroom，dried (Flammulina velutipes (Fr.) Sing.2014),86,13.4,277,1158,17.8,1.3,64.6,32.3,0,2.9,3,30,0,0.17,1.40,24.40,5.0,3.47,3.47,Tr,Tr,55,469,1155,20.4,104,10.5,4.20,7.45,0.45,5.02,
菌藻类-菌类,051005,猴头菇（罐装）,*Monkey head* mushroom，canned,100,92.3,21,87,2.0,0.2,4.9,4.2,0,0.6,—,—,0,0.01,0.04,0.20,4.0,0.46,Tr,0.46,Tr,19,37,8,175.2,5,2.8,0.40,1.28,0.06,0.03,
菌藻类-菌类,051006,黄蘑（干）,Yellow mushroom，dried,89,39.3,203,851,16.4,1.5,40.1,18.3,0,2.7,6,70,0,0.15,1.00,5.80,Tr,1.26,—,—,—,11,194,1953,6.1,91,22.5,5.26,1.09,0.46,3.09,哈尔滨
菌藻类-菌类,051007,黄蘑（水发）,Yellow mushroom，soaked in water,89,90.1,30,126,4.3,0.4,4.8,4.8,0,0.7,—,—,0,0.04,0.26,1.50,,0.33,Tr,0.33,Tr,3,51,512,1.6,24,5.9,1.38,0.29,0.21,0.81,哈尔滨
菌藻类-菌类,051008,金针菇（鲜）［智力菇］,*Gold needle* mushroom，thin,100,90.2,32,133,2.4,0.4,6.0,2.7,0,1.0,3,30,0,0.15,0.19,4.10,2.0,1.14,0.70,0.44,Tr,—,97,195,4.3,17,1.4,0.39,0.28,0.14,0.10,
菌藻类-菌类,051009,金针菇（罐装）,"*Gold needle* mushroom, thin, canned",100,91.6,26,108,1.0,Tr,6.7,2.5,0,0.7,—,—,0,0.01,0.01,0.60,Tr,0.98,0.55,0.43,Tr,14,23,17,238.2,7,1.1,0.34,0.48,0.01,Tr,浙江
菌藻类-菌类,051010,口蘑（白蘑）,"Mongolian mushroom, white dried",100,9.2,277,1162,38.7,3.3,31.6,17.2,0,17.2,—,—,0,0.07,0.08,44.30,Tr,8.57,3.20,4.71,0.66,169,1655,3106,5.2,167,19.4,9.04,—,5.88,5.96,北京
菌藻类-菌类,051011,蘑菇（鲜蘑）,Button mushroom,99,92.4,24,100,2.7,0.1,4.1,2.1,0,0.7,1,10,0,0.08,0.35,4.00,2.0,0.56,0.27,0.29,Tr,6,94,312,8.3,11,1.2,0.92,0.55,0.49,0.11,
菌藻类-菌类,051013,木耳（干）［黑木耳，云耳］,"Wood ear fungus, dried",100,15.5,265,1107,12.1,1.5,65.6,29.9,0,5.3,8,100,0,0.17,0.44,2.50,—,11.34,3.65,5.46,2.23,247,292,757,48.5,152,97.4,3.18,3.72,0.32,8.86,
菌藻类-菌类,051014,木耳（水发）［黑木耳，云耳］,"Wood ear fungus, soaked in water",100,91.8,27,112,1.5,0.2,6.0,2.6,0,0.5,2,20,0,0.01,0.05,0.20,1.0,—,—,—,—,34,12,52,8.5,57,5.5,0.53,0.46,0.04,0.97,
菌藻类-菌类,051015,平菇［糙皮侧耳，青蘑］,Oyster mushroom,93,92.5,24,101,1.9,0.3,4.6,2.3,0,0.7,1,10,0,0.06,0.16,3.10,4.0,0.79,0.58,0.11,0.10,5,86,258,3.8,14,1.0,0.61,1.07,0.08,0.07,
菌藻类-菌类,051016,普中红蘑（干）,"Red mushroom, medium sized, dried",100,12.3,263,1105,18.4,0.7,58.1,24.6,0,10.5,—,—,0,Tr,1.16,—,—,—,—,—,—,14,35,169,4.3,—,235.1,3.14,91.70,0.51,3.75,河北
菌藻类-菌类,051017,双孢蘑菇［洋蘑菇］,*Foreign* double button mushroom,97,92.4,26,108,4.2,0.1,2.7,1.5,0,0.6,—,—,0,Tr,0.27,3.20,Tr,—,—,—,—,2,43,307,2.0,9,0.9,6.60,6.99,0.45,0.10,福建
菌藻类-菌类,051018,松蘑（干）［松口蘑，松茸］,"*Pine* mushroom, dried",100,16.1,207,853,20.3,3.2,48.2,47.8,0,12.2,—,—,0,0.01,1.48,—,—,3.09,—,—,—,14,50,93,4.3,—,86.0,6.22,98.44,10.30,1.63,河北
菌藻类-菌类,051019,香菇（鲜）［香蕈，冬菇］,Shitake mushroom,100,91.7,26,107,2.2,0.3,5.2,3.3,0,0.6,—,—,0,Tr,0.08,2.00,1.0,—,—,—,—,2,53,20,1.4,11,0.3,0.66,2.58,0.12,0.25,上海
菌藻类-菌类,051020,香菇（干）［香蕈，冬菇］,Shitake mushroom dried,95,12.3,274,1149,20.0,1.2,61.7,31.6,0,4.8,2,20,0,0.19,1.26,20.50,5.0,0.66,Tr,0.66,Tr,83,258,464,11.2,147,10.5,8.57,6.42,1.03,5.47,
菌藻类-菌类,051021,香杏丁蘑（干，大）,"*Apricot* mushroom, large sized, dried",100,14.1,257,1080,22.4,0.2,53.9,24.9,0,9.4,—,—,0,Tr,3.11,—,—,—,—,—,—,17,73,238,43.4,—,113.2,7.78,15.30,5.11,2.84,河北
菌藻类-菌类,051022,香杏片口蘑（干）,"*Apricot* Mongolian mushroom, sliced, dried",100,15.1,252,1059,33.4,1.5,37.6,22.6,0,12.4,—,—,0,Tr,1.90,—,—,—,—,—,—,15,77,227,21.0,—,137.5,7.83,,2.61,3.26,河北
菌藻类-菌类,051023,羊肚菌（干）［干狼肚］,Morel mushroom,100,14.3,321,1347,26.9,7.1,43.7,12.9,0,8.0,89,1070,0,0.10,2.25,8.80,3.0,3.58,—,—,—,87,1193,1726,33.6,117,30.7,12.11,4.82,2.34,2.49,甘肃
菌藻类-菌类,051024,银耳（干）［白木耳］,"Silver ear fungus, white, dried",96,14.6,261,1092,10.0,1.4,67.3,30.4,0,6.7,4,50,0,0.05,0.25,5.30,—,1.26,Tr,0.96,0.30,36,369,1588,82.1,54,4.1,3.03,2.95,0.08,0.17,
菌藻类-菌类,051025,珍珠白蘑（干）,"*Pearl* mushroom, white, dried",100,12.1,258,1084,18.3,0.7,56.3,23.3,0,12.6,—,—,0,Tr,0.02,—,—,—,—,—,—,24,28,284,4.4,—,189.8,3.55,78.52,1.03,4.79,河北
菌藻类-菌类,051026,榛蘑（半干）［假蜜环菌］,"Bolete mushroom, dried",77,51.1,178,747,9.5,3.7,31.9,10.4,0,3.8,3,40,0,0.01,0.69,7.50,Tr,3.34,—,—,—,11,286,2493,51.3,109,25.1,6.79,2.65,1.45,4.13,哈尔滨
菌藻类-菌类,051027,榛蘑（水发）,"Bolete mushroom, soaked in water",77,85.6,53,220,2.8,1.1,9.4,3.1,0,1.1,—,—,0,Tr,0.20,2.20,—,0.98,Tr,0.98,Tr,3,84,732,15.1,32,7.4,1.99,0.78,0.43,1.21,哈尔滨
菌藻类-菌类,051028,白蘑菇［双孢蘑菇、洋蘑菇］,Button mushroom,100,91.4,29,123,3.5,0.4,3.8,—,0,0.9,—,—,0,0.02,0.30,3.50,0.1,—,—,—,—,6,93,350,57.0,11,1.0,0.60,—,—,—,台湾
菌藻类-菌类,051029,北风菌［荷叶离褶伞、一窝羊］,Friedchicken mushroom,77,94.6,17,71,1.7,0.1,2.9,1.2,0,0.7,Tr,Tr,0,0.05,0.38,0.70,—,7.28,7.28,Tr,Tr,3,36,254,1.4,5,1.5,0.47,0.17,0.26,0.09,云南
菌藻类-菌类,051030,草菇［大黑头细花草、稻菇］,"Straw mushroom, soaked in salted water, canned",100,94.6,18,74,1.1,0.4,3.1,—,0,0.9,—,—,0,0.02,0.03,1.39,—,0.70,Tr,0.60,0.10,5,24,53,332.1,5,1.1,0.33,0.90,0.10,0.09,北京
菌藻类-菌类,051031,茶树菇（干）［柱状田头菇、油茶菇］,Columnar agroc,100,12.2,309,1304,23.1,2.6,56.1,—,0,6.0,Tr,Tr,0,0.32,1.48,39.39,—,—,—,—,—,4,908,2165,6.0,124,9.3,8.38,7.24,2.76,0.73,江西
菌藻类-菌类,051032,干巴菌,Ganba fungus,91,86.5,38,159,3.8,0.4,8.0,6.3,0,1.3,Tr,Tr,0,0.06,1.84,1.20,—,45.14,—,—,—,10,104,328,2.1,11,21.0,0.78,—,0.30,0.67,云南
菌藻类-菌类,051033,红奶浆菌［多汁乳菇、谷熟菌］,Weeping milk cap,94,94.0,18,75,1.5,0.4,3.3,2.4,0,0.8,Tr,Tr,0,0.03,0.27,1.20,—,—,—,—,—,4,27,245,1.2,5,5.9,0.42,0.13,0.26,0.11,云南
菌藻类-菌类,051034,黄蘑（干）,"Yellow mushroom, dried",100,11.0,284,1185,24.6,6.4,46.9,—,0,11.1,10,114,0,0.48,1.46,12.43,—,4.05,0.89,3.16,Tr,33,857,4647,31.9,122,51.3,7.04,6.78,0.47,2.51,吉林
菌藻类-菌类,051035,黄伞菇（干）［多脂鳞伞、黄丝菌］,"Golden pholiota, dried",100,10.8,294,1231,22.8,3.2,57.5,—,0,5.7,Tr,Tr,0,0.17,1.93,41.38,—,—,—,—,—,4,566,3128,6.4,96,7.6,5.58,13.56,5.39,0.67,北京
菌藻类-菌类,051036,鸡腿菇（干）［毛头鬼伞］,"Shaggy mane, dried",100,10.8,294,1239,26.7,2.0,51.8,—,0,8.7,—,—,0,0.14,1.79,24.99,—,5.01,Tr,4.53,0.48,9,764,4053,68.2,119,6.5,3.95,15.39,1.40,0.72,广东
菌藻类-菌类,051037,鸡油菌［黄丝菌、杏菌］,Chanterelle,92,91.4,26,108,2.0,0.3,5.1,2.6,0,1.2,124,1490,0,0.03,0.39,1.90,—,4.84,4.76,Tr,0.08,12,44,339,2.8,10,2.2,0.54,0.32,0.31,0.15,云南
菌藻类-菌类,051038,鸡枞［蚁枞、伞把菇、鸡枞菌］,Termite mushroom,96,94.5,19,81,2.5,0.2,2.5,1.3,0,0.4,Tr,Tr,0,0.02,0.25,5.50,—,—,—,—,—,4,38,102,3.1,8,1.8,0.46,0.14,0.58,0.12,云南
菌藻类-菌类,051039,鸡枞（干）,"Termite mushroom, dried",100,13.6,297,1246,32.8,3.7,44.8,—,0,5.1,6,70,0,0.26,1.22,34.21,—,4.17,0.38,3.79,Tr,8,1005,1312,23.9,116,31.8,7.16,33.44,2.39,2.13,四川
菌藻类-菌类,051040,鸡枞（油炸）［油鸡枞］,"Termite mushroom, steamed, fried, salted, in oil",100,16.5,646,2660,4.8,66.3,10.2,5.4,0,2.2,Tr,Tr,0,0.03,0.24,9.20,—,—,—,—,—,28,232,367,1265.7,33,31.1,3.26,2.73,1.28,1.16,云南
菌藻类-菌类,051041,鸡枞花,Termite mushroom flowers,86,95.0,18,74,2.3,0.3,1.8,0.8,0,0.6,Tr,Tr,0,0.20,0.14,1.60,—,11.46,Tr,10.41,1.05,8,73,173,2.7,9,4.7,0.44,0.15,0.36,0.12,云南
菌藻类-菌类,051042,牛肝菌（白）［美味牛肝菌］,King bolete,93,90.2,35,146,4.0,0.4,4.5,1.5,0,0.9,Tr,Tr,0,0.14,1.11,2.10,—,8.93,Tr,7.71,1.22,5,68,301,2.1,10,2.1,0.98,0.25,0.32,0.19,云南
菌藻类-菌类,051043,牛肝菌（白、干）［美味牛肝菌］,"King bolete, dried",100,11.6,296,1244,27.8,1.6,53.3,—,0,5.7,9,108,0,0.32,1.72,43.08,—,4.42,0.27,4.02,0.13,2,528,1571,9.1,47,9.2,5.80,758.80,1.19,3.88,四川
菌藻类-菌类,051044,牛肝菌（黑）［铜色牛肝菌］,Queen bolete,95,90.6,32,136,3.6,0.2,4.8,1.6,0,0.8,Tr,Tr,0,0.07,0.31,6.60,—,—,—,—,—,2,60,291,1.3,8,2.1,1.19,0.34,0.37,0.17,云南
菌藻类-菌类,051045,牛肝菌（鲜）［黄皮牛肝菌、黄皮疣柄牛肝菌、黄癞头］,-,97,89.7,32,132,4.3,0.1,5.3,3.9,0,0.6,Tr,Tr,0,0.03,0.57,3.20,—,Tr,Tr,Tr,Tr,2,49,224,1.6,8,1.4,1.07,0.37,0.35,0.28,云南
菌藻类-菌类,051046,乳牛肝菌（干）［粘盖牛肝菌、松树菌］,"Cow spunk, dried",100,10.5,264,1099,15.3,2.8,66.0,—,0,5.4,30,357,0,0.86,1.72,67.66,—,6.85,2.27,4.58,Tr,12,391,1481,11.2,55,20.3,5.43,42.45,0.35,1.85,四川
菌藻类-菌类,051047,牛眼睛菌（鲜）［马勃菌］,Puffball,93,86.6,41,170,5.1,0.3,6.6,4.4,0,1.4,Tr,Tr,0,—,0.25,1.60,—,—,—,—,—,8,141,532,1.8,21,4.1,1.81,0.29,0.14,0.32,云南
菌藻类-菌类,051048,平菇［糙皮侧耳、青蘑］,Oyster mushroom,100,94.4,17,73,1.7,0.1,3.2,—,0,0.6,1,10,0,0.03,0.08,—,—,0.37,Tr,0.37,Tr,4,54,208,13.2,13,0.7,0.57,0.25,0.08,0.05,
菌藻类-菌类,051049,青头菌［变绿红菇、绿菇］,Virescent russule,95,93.3,20,83,2.7,0.1,3.1,2.2,0,0.8,Tr,Tr,0,0.01,0.46,4.00,—,Tr,Tr,Tr,Tr,4,52,269,1.1,8,1.4,0.67,0.22,0.34,0.10,云南
菌藻类-菌类,051050,松蘑（干）［松茸、松口蘑］,Matsutake，dried,100,10.6,273,1138,12.5,3.0,66.5,—,0,7.4,8,97,0,0.08,1.48,23.42,—,5.48,Tr,4.08,1.40,7,390,2402,31.6,50,156.5,5.49,102.60,1.76,1.13,四川
菌藻类-菌类,051051,杏鲍菇,King oyster mushroom,100,89.6,35,148,1.3,0.1,8.3,2.1,0,0.7,Tr,Tr,0,0.03,0.14,3.68,—,0.60,—,—,—,13,66,242,3.5,9,0.5,0.39,1.80,0.06,0.04,河南
菌藻类-菌类,051052,血红菇（干）,Red mushroom，dried,100,7.8,313,1306,22.4,6.7,56.0,—,0,7.1,Tr,Tr,0,0.13,4.30,26.85,—,—,—,—,—,9,327,3520,2.9,61,25.2,6.03,11.82,2.84,1.09,北京
菌藻类-菌类,051053,元蘑（干）［亚侧耳、冬蘑、黄蘑］,Late fall oyster，dried,100,7.8,245,1013,12.3,1.5,70.3,—,0,8.1,17,202,0,0.16,10.75,33.02,—,3.63,0.65,2.98,Tr,6,369,3877,13.4,131,7.8,1.89,1.45,0.30,3.39,吉林
菌藻类-菌类,051054,竹荪（干）［竹笙、竹参］,Long net stinkhorn,100,13.9,248,1025,17.8,3.1,60.3,46.4,0,4.9,Tr,Tr,0,0.03,1.75,9.10,—,—,—,—,—,18,289,11882,50.0,114,17.8,2.20,4.17,2.51,8.47,云南
菌藻类-菌类,051055,榛蘑（干）［小蜜环菌］,Honey mushroom，wild，dried,100,8.0,329,1370,17.7,10.8,54.6,—,0,8.9,40,483,0,0.14,0.71,26.91,—,3.35,1.46,1.89,Tr,9,893,4629,18.7,100,22.4,6.00,2.38,1.36,1.55,吉林
菌藻类-菌类,051056,蛹虫草（干）,Cordyceps militaris,100,10.8,302,1274,23.7,Tr,60.9,16.30,0,4.6,Tr,Tr,0,0.20,0.40,—,20.0,0.00,Tr,Tr,Tr,15,1261,337,29.6,134,3.7,7.85,—,0.79,1.46,广东
菌藻类-藻类,052001,发菜（干）［仙菜］,"Black-moss, dried",100,11.1,259,1081,20.2,0.5,60.8,35.0,0,7.4,—,—,0,0.15,0.54,0.90,6.0,0.07,0.06,0.01,Tr,1048,76,217,100.7,129,85.2,1.68,5.23,0.93,3.29,
菌藻类-藻类,052002,海带（鲜）［江白菜］,Kelp,100,94.4,13,55,1.2,0.1,2.1,0.5,0,2.2,—,—,0,0.02,0.15,1.30,Tr,1.85,0.92,0.93,Tr,46,22,246,8.6,25,0.9,0.16,9.54,—,0.07,青岛
菌藻类-藻类,052003,海带［江白菜，昆布］,Kelp,98,70.5,90,377,1.8,0.1,23.4,6.1,0,4.2,20,240,0,0.01,0.10,0.80,Tr,0.85,0.44,Tr,0.41,348,52,761,327.4,129,4.7,0.65,5.84,0.14,1.14,
菌藻类-藻类,052004,海带（浸）［江白菜，昆布］,"Kelp, soaked in water",100,94.1,16,65,1.1,0.1,3.0,0.9,0,1.7,26,310,0,0.02,0.10,0.90,—,0.08,0.08,Tr,Tr,241,29,222,107.6,61,3.3,0.66,4.90,0.03,1.47,
菌藻类-藻类,052005,海冻菜（干）［石花菜，冻菜］,"Agar agar, dried",100,15.6,un,1335,5.4,0.1,72.9,—,0,6.0,—,—,0,0.06,0.20,3.30,Tr,14.84,2.22,12.74,0.15,167,209,141,380.8,15,2.0,1.94,15.19,0.12,0.04,山东
菌藻类-藻类,052006,琼脂［紫菜胶洋粉］,Agar agar powder,100,21.1,311,1322,1.1,0.2,76.3,0.1,0,1.3,—,—,0,Tr,Tr,Tr,Tr,—,—,—,—,100,7,11,3.3,70,7.0,6.25,2.10,0.30,1.40,福建
菌藻类-藻类,052007,苔菜（干）［苔条，条浒苔］,"Sea grass, dried",100,23.7,167,703,19.0,0.4,26.3,9.1,0,30.6,—,—,0,0.35,0.40,4.00,—,—,—,—,—,185,302,410,4955.0,1257,283.7,3.56,5.59,1.11,Tr,浙江
菌藻类-藻类,052008,紫菜（干）,"Laver, dried",100,12.7,250,1050,26.7,1.1,44.1,21.6,0,15.4,114,1370,0,0.27,1.02,7.30,2.0,1.82,1.61,0.21,Tr,264,350,1796,710.5,105,54.9,2.47,7.22,1.68,4.32,
菌藻类-藻类,052009,螺旋藻（干）,"Spirulina, dried",100,6.5,358,1515,64.7,3.1,18.2,1.0,0,7.5,3234,38810,0,0.28,1.41,10.00,Tr,27.11,Tr,Tr,27.11,137,1317,1506,1624.0,402,88.0,2.62,5.24,0.54,1.24,云南
菌藻类-藻类,052010,裙带菜（干）［海芥菜，海木耳］,"Sea water fungus, dried",100,9.2,219,914,25.0,1.7,41.5,31.1,0,22.6,186,2230,0,0.02,0.07,Tr,—,Tr,Tr,Tr,Tr,947,305,335,4411.6,1022,16.4,2.62,15.88,0.12,0.95,辽宁
菌藻类-藻类,052011,海带菜（鲜，姑香牌）,"Kelp sliver, with sugar, sesame and salt",100,68.3,112,460,1.4,7.5,15.3,—,0,7.5,34,402,0,0.04,0.03,Tr,—,2.37,0.45,1.28,0.64,201,27,44,2511.7,46,2.3,4.93,0.50,0.07,0.33,山东
蔬菜类及其制品-嫩茎叶花菜类,045101x,大白菜（代表值）,"*Bok choi*, white",89,94.4,20,82,1.6,0.2,3.4,0.9,0,0.7,7,80,0,0.05,0.04,0.65,37.5,0.36,0.36,Tr,Tr,57,33,134,68.9,12,0.8,0.46,0.57,0.06,0.19,
蔬菜类及其制品-嫩茎叶花菜类,045102,大白菜（白梗）［黄芽白］,"*Bok choi*, white",92,93.6,22,93,1.7,0.2,3.7,0.6,0,0.8,21,250,0,0.06,0.07,0.80,47.0,0.92,0.52,0.20,0.20,69,30,130,89.3,12,0.5,0.21,0.33,0.03,0.21,
蔬菜类及其制品-嫩茎叶花菜类,045103,大白菜（青白口）,"*Bok choi*, green",83,95.1,17,70,1.4,0.1,3.0,0.9,0,0.4,7,80,0,0.03,0.04,0.40,28.0,0.36,0.36,Tr,Tr,35,28,90,48.4,9,0.6,0.61,0.39,0.04,0.16,
蔬菜类及其制品-嫩茎叶花菜类,045104,大白菜（小白口）,"*Bok choi*, white",85,95.2,16,65,1.3,0.1,2.8,0.9,0,0.6,3,30,0,0.02,0.03,0.50,19.0,0.21,0.21,Tr,Tr,45,35,137,34.8,11,0.9,0.31,0.75,0.07,0.17,
蔬菜类及其制品-嫩茎叶花菜类,045105,白菜（脱水）,"Cabbage, dehydrated",100,10.0,305,1275,6.2,0.8,72.9,9.4,0,10.1,—,—,0,0.24,—,4.80,187.0,—,—,—,—,908,485,2269,492.5,219,13.8,4.68,6.33,0.87,2.65,兰州
蔬菜类及其制品-嫩茎叶花菜类,045108,白菜薹［菜薹，菜心］,Cabbage flowering stalk,84,91.3,28,118,2.8,0.5,4.0,1.7,0,1.4,80,960,0,0.05,0.08,1.20,44.0,0.52,0.21,0.22,0.09,96,54,236,26.0,19,2.8,0.87,6.68,0.18,0.41,
蔬菜类及其制品-嫩茎叶花菜类,045109,红菜薹［紫菜薹］,"Rape flowering stalk, red",52,91.1,43,180,2.9,2.5,2.7,0.9,0,0.8,7,80,0,0.05,0.04,0.90,57.0,0.51,0.01,0.03,0.47,26,60,221,1.5,15,2.5,0.90,8.43,0.12,—,武汉
蔬菜类及其制品-嫩茎叶花菜类,045110,瓢儿白［瓢儿菜］,"Mustard, broad beaked",79,94.1,18,76,1.7,0.2,3.2,1.6,0,0.8,100,1200,0,—,0.03,0.50,10.0,—,—,—,—,59,36,245,56.9,91,1.8,0.54,3.40,0.06,0.19,重庆
蔬菜类及其制品-嫩茎叶花菜类,045111,乌菜［乌塌菜，塌棵菜］,Broad beaked cabbage,89,91.8,28,117,2.6,0.4,4.2,1.4,0,1.0,84,1010,0,0.06,0.11,1.10,45.0,1.16,Tr,0.16,1.00,186,53,154,115.5,24,3.0,0.70,0.50,0.13,0.36,
蔬菜类及其制品-嫩茎叶花菜类,045113,油菜（黑）,"Chinese cabbage, pakchoi",96,94.1,19,79,1.8,0.2,2.9,0.9,0,1.0,122,1460,0,0.01,0.10,Tr,24.0,0.94,0.94,Tr,Tr,191,34,143,98.8,34,5.9,1.27,Tr,Tr,1.09,青海
蔬菜类及其制品-嫩茎叶花菜类,045114,油菜（脱水）,"Chinese cabbage, dehydrated",100,9.0,316,1321,7.6,0.6,74.3,8.6,0,8.5,288,3460,0,0.33,0.19,10.50,124.0,7.73,—,—,—,596,182,635,405.3,105,19.3,4.78,13.14,3.06,1.28,兰州
